entity_id,workspace_id,policy_family_id,policy_version_real,y,date_reference,decisao,historical_decision,score1,score2,x1,x2,x3,x4,x5,x6,x7,x8,w1,w2,z1,z2,z3,z4,indicador_potencial1,indicador_potencial2,credit_score,number_of_protests,recent_income_stability,debt_ratio,ticket_value,profit_value,defaulted,churned,segment
1645,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240114,approve,approve,47,488,0,0,0,0,0,1,0,0,7,7,0,0,0,0,48.1,31.42,170,7,0.2115,0.3523,3653.98,-26.03,1,0,watchlist
1646,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240216,approve,approve,559,502,0,0,0,0,0,0,0,0,2,7,0,0,0,0,39.07,65.64,543,2,0.789,0.1254,4131.69,135.71,0,0,near-prime
1647,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240919,reject,reject,691,523,1,1,1,0,0,0,0,1,3,6,0,0,0,0,27.1,58.31,644,3,0.5419,0.4171,2091.9,0.0,0,0,standard
1648,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240719,approve,approve,526,366,0,0,0,0,0,0,0,0,1,5,0,0,0,0,59.7,29.92,481,1,0.6303,0.0568,4522.12,153.49,0,0,watchlist
1649,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240523,reject,reject,165,308,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74.22,20.21,205,3,0.3295,0.5302,2194.97,0.0,0,0,watchlist
1650,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240625,approve,approve,714,723,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60.0,40.17,717,1,0.8861,0.3256,6035.53,261.55,0,1,standard
1651,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241225,approve,approve,153,507,0,0,0,0,0,0,0,0,2,1,0,0,0,0,55.69,37.89,252,2,0.8409,0.1527,4524.15,137.2,0,0,watchlist
1652,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241025,approve,approve,695,577,0,0,0,0,0,0,0,0,1,5,0,0,0,0,45.91,67.27,662,1,0.3802,0.1413,4356.46,174.04,0,0,standard
1653,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240526,approve,approve,605,466,0,0,0,0,0,0,0,0,1,1,0,0,0,0,43.38,65.97,566,1,0.8622,0.2439,3537.91,148.97,0,0,near-prime
1654,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240402,approve,approve,577,539,0,0,0,0,0,0,0,0,1,2,0,0,0,0,41.33,50.35,566,1,0.8727,0.2272,4435.8,154.41,0,0,near-prime
1655,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240814,approve,approve,582,605,0,0,0,0,0,0,0,0,2,3,0,0,0,0,43.67,42.03,588,2,0.6871,0.1069,4633.12,233.31,0,0,near-prime
1656,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241021,reject,reject,378,461,0,0,0,0,0,1,0,0,4,2,1,0,0,0,39.22,42.68,401,4,0.6275,0.5784,2457.1,0.0,0,0,watchlist
1657,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240921,approve,approve,534,563,0,0,0,0,0,0,0,0,2,1,0,0,0,0,43.01,63.4,542,2,0.9439,0.3036,5041.04,256.74,0,0,near-prime
1658,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240217,reject,reject,482,405,0,0,1,1,0,1,1,1,6,7,1,1,1,0,2.43,41.27,460,6,0.3778,0.7599,3987.05,0.0,1,0,watchlist
1659,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240402,approve,approve,561,590,0,0,0,0,0,0,0,0,2,2,0,0,0,0,62.06,39.91,569,2,0.6788,0.1989,4938.18,183.85,0,1,near-prime
1660,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240313,approve,approve,316,331,0,1,0,0,0,0,0,0,3,4,0,0,0,0,47.17,56.29,320,3,0.793,0.1097,3705.25,142.25,0,0,watchlist
1661,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240426,approve,approve,490,472,0,0,0,1,0,0,0,0,5,2,1,0,0,0,47.31,23.6,485,5,0.4252,0.7364,2968.54,-5.09,1,0,watchlist
1662,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240325,approve,approve,758,650,0,0,0,0,0,0,0,0,1,6,0,0,0,0,48.73,33.92,728,1,0.9447,0.1816,4718.68,141.87,0,0,prime
1663,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240811,approve,approve,373,468,0,0,0,0,0,0,0,0,9,3,1,0,0,1,40.02,18.96,400,9,0.7026,0.7064,4288.61,1.66,1,1,watchlist
1664,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240624,approve,approve,618,595,0,0,0,0,0,0,0,0,1,4,0,0,0,0,63.66,24.39,612,1,0.7749,0.1987,2686.04,137.82,0,0,near-prime
1665,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240424,approve,approve,394,444,0,0,0,0,0,0,0,0,1,3,0,0,0,0,33.14,76.32,408,1,0.7249,0.5532,3122.25,157.41,0,0,watchlist
1666,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240916,approve,approve,636,623,0,0,0,0,0,1,0,0,2,1,0,0,0,0,48.11,71.53,632,2,0.9167,0.3831,4286.57,174.21,0,0,standard
1667,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240221,approve,approve,451,485,0,0,0,0,0,0,0,0,2,3,0,0,0,0,46.23,52.22,461,2,0.8365,0.4025,4388.89,124.18,0,1,watchlist
1668,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240612,approve,approve,497,476,0,0,0,1,1,0,0,0,2,3,0,0,0,1,7.87,54.55,491,2,0.4731,0.7373,2863.06,7.45,1,0,watchlist
1669,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240222,approve,approve,409,430,0,0,0,0,0,0,0,0,1,2,0,0,0,0,48.6,61.94,415,1,0.7579,0.1504,5110.99,209.25,0,0,watchlist
1670,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240908,approve,approve,191,390,0,0,0,0,0,1,0,0,1,6,0,0,0,0,43.16,57.79,247,1,0.6835,0.121,3570.65,103.69,0,0,watchlist
1671,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240828,reject,reject,539,504,0,0,1,1,0,0,1,0,6,5,0,0,0,0,15.32,28.4,529,6,0.5606,0.524,2723.19,0.0,1,1,watchlist
1672,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240315,approve,approve,381,422,0,0,0,0,0,0,0,0,1,2,0,0,0,0,50.01,54.42,392,1,0.6598,0.5105,4482.01,187.9,0,1,watchlist
1673,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240126,approve,approve,304,431,0,0,0,0,0,0,0,0,4,4,0,0,0,1,30.64,29.52,340,4,0.3515,0.6223,3665.61,-51.61,1,0,watchlist
1674,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240507,reject,reject,337,357,0,1,0,1,1,0,0,0,3,6,0,0,1,0,32.14,51.96,343,3,0.4808,0.5088,2988.55,0.0,0,0,watchlist
1675,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240522,approve,approve,525,482,0,0,0,0,0,0,0,0,3,4,0,1,0,0,43.7,60.91,513,3,0.8143,0.2724,4370.49,212.16,0,0,watchlist
1676,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240618,approve,approve,375,505,0,0,0,0,0,0,0,0,3,2,0,0,0,0,38.7,63.12,411,3,0.8057,0.4795,2994.39,108.69,0,0,watchlist
1677,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240628,approve,approve,764,602,0,0,0,0,0,0,0,0,2,2,1,0,0,0,61.12,51.33,719,2,0.9694,0.2662,4057.7,218.25,0,0,standard
1678,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240616,approve,approve,797,519,0,0,0,0,0,0,0,0,1,2,0,0,0,0,48.26,36.25,719,1,0.4083,0.1729,5971.07,313.27,0,0,standard
1679,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240719,reject,reject,22,361,0,0,1,0,1,0,1,1,5,12,1,0,0,1,23.29,13.21,117,5,0.2932,0.7833,3661.3,0.0,1,0,watchlist
1680,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241221,approve,approve,551,362,0,0,0,0,0,0,0,0,2,1,0,0,0,0,64.21,15.79,498,2,0.6201,0.1601,5119.14,251.01,0,1,watchlist
1681,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240728,approve,approve,765,701,0,0,0,0,0,0,0,0,2,1,0,0,0,0,41.41,71.05,747,2,0.7062,0.1922,3974.42,185.33,0,0,prime
1682,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241113,approve,approve,631,491,0,0,0,1,0,0,0,0,6,2,0,0,0,0,31.66,55.09,592,6,0.7322,0.389,4766.7,230.82,0,0,near-prime
1683,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241104,reject,reject,438,470,0,0,1,1,0,0,1,0,3,9,1,0,0,0,18.45,18.02,447,3,0.2,0.7076,2899.84,0.0,1,0,watchlist
1684,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241030,approve,approve,290,483,0,1,1,1,0,0,0,0,3,9,1,0,0,0,0.05,50.19,344,3,0.564,0.4539,3875.45,17.96,1,0,watchlist
1685,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241114,reject,reject,763,667,0,0,0,0,0,0,0,0,6,6,0,0,0,0,57.77,26.11,736,6,0.5905,0.4409,1526.17,0.0,0,0,prime
1686,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240720,approve,approve,621,486,0,0,0,0,0,0,0,0,1,4,0,0,0,0,49.28,64.8,583,1,0.8748,0.1169,4712.11,177.63,0,1,near-prime
1687,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240225,approve,approve,426,441,0,0,0,0,0,0,0,0,1,3,0,0,0,0,54.33,39.91,430,1,0.8016,0.3456,3561.46,191.87,0,0,watchlist
1688,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240731,approve,approve,550,540,0,0,0,0,0,0,0,0,3,7,0,0,0,0,67.27,22.6,547,3,0.8694,0.374,4223.7,162.97,0,1,near-prime
1689,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240324,approve,approve,443,509,0,0,0,0,0,0,0,0,1,5,0,0,0,1,52.14,61.99,461,1,0.708,0.0224,3056.71,164.49,0,0,watchlist
1690,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241212,approve,approve,567,515,1,0,0,0,0,0,0,0,5,3,0,0,0,0,27.45,38.61,552,5,0.4854,0.6549,4258.18,2.31,1,0,near-prime
1691,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240628,reject,reject,512,423,0,0,0,0,0,0,0,0,5,1,0,0,0,0,52.09,36.13,487,5,0.5516,0.8272,1000,0.0,0,0,watchlist
1692,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241225,approve,approve,595,437,1,1,0,0,0,0,0,0,9,7,0,0,0,1,0,62.65,551,9,0.4463,0.626,4144.94,-102.2,1,0,near-prime
1693,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241228,reject,reject,563,491,0,1,0,0,0,0,1,0,8,3,0,0,0,0,43.39,22.8,543,8,0.0472,0.8442,2416.05,0.0,1,0,near-prime
1694,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240929,approve,approve,372,556,0,0,0,0,0,0,0,0,1,1,0,0,0,0,45.55,69.05,424,1,0.8298,0.3843,6057.81,189.99,0,0,watchlist
1695,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240711,approve,approve,623,490,1,0,0,1,0,1,0,0,3,4,0,0,0,0,42.6,60.94,586,3,0.5281,0.1373,4973.01,195.62,0,0,near-prime
1696,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240919,reject,reject,548,567,1,0,1,0,0,0,0,0,2,6,0,0,0,0,34.36,38.63,553,2,0.4995,0.3666,1513.33,0.0,0,0,near-prime
1697,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241118,approve,approve,152,461,0,1,1,0,0,0,0,0,10,9,1,1,0,0,33.83,39.13,239,10,0.3634,0.7174,4216.88,-33.68,1,1,watchlist
1698,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240503,approve,approve,523,528,0,0,0,0,0,0,0,0,1,3,0,0,0,0,35.43,74.4,524,1,0.6574,0.1971,4671.71,137.66,0,0,watchlist
1699,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241002,approve,approve,665,614,0,0,0,0,0,0,0,0,2,2,0,0,0,0,45.82,56.5,651,2,0.9271,0.3511,3810.15,150.13,0,0,standard
1700,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240117,approve,approve,533,490,0,0,0,0,0,0,0,0,1,2,0,0,1,0,56.45,37.62,521,1,0.7257,0.0721,3235.13,163.13,0,1,watchlist
1701,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241222,reject,reject,638,670,1,0,0,0,0,0,1,0,9,5,0,1,0,0,23.32,58.21,647,9,0.639,0.2866,3986.58,0.0,0,0,standard
1702,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241015,reject,reject,504,456,0,0,0,0,0,0,1,0,3,8,0,0,0,0,39.57,50.4,491,3,0.8053,0.3852,3626.65,0.0,0,0,watchlist
1703,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240124,approve,approve,538,539,0,0,0,0,0,0,0,0,1,3,0,0,0,0,47.07,51.54,538,1,0.4579,0.6584,4388.74,181.97,0,0,watchlist
1704,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240403,approve,approve,672,667,0,1,0,0,0,0,0,0,2,2,0,0,0,0,47.44,56.34,671,2,0.7881,0.2171,4192.76,215.74,0,0,standard
1705,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240615,approve,approve,381,509,0,0,0,0,0,0,0,0,1,4,0,0,0,0,45.59,59.49,417,1,0.4495,0.3595,3612.88,140.77,0,0,watchlist
1706,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240811,approve,approve,364,520,0,0,0,0,0,0,0,0,1,1,0,0,0,0,58.83,28.93,408,1,0.7234,0.4086,4908.63,203.91,0,0,watchlist
1707,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240226,approve,approve,524,530,0,0,0,0,0,0,0,1,3,4,0,0,0,0,36.85,63.5,526,3,0.561,0.3108,3370.85,130.55,0,0,watchlist
1708,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240605,approve,approve,498,504,0,0,0,0,0,0,0,0,1,5,0,0,0,1,40.01,59.26,500,1,0.8391,0.0878,4641.92,187.68,0,1,watchlist
1709,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240101,reject,reject,217,396,0,0,1,1,1,0,0,1,9,4,1,0,1,0,9.62,27.77,267,9,0.3043,0.5676,4281.7,0.0,1,0,watchlist
1710,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240627,approve,approve,810,660,0,0,0,0,0,0,0,0,2,4,0,0,0,0,47.22,61.4,768,2,0.7359,0.3724,3509.62,187.68,0,0,prime
1711,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241019,approve,approve,636,435,0,0,0,0,0,0,0,0,1,3,0,0,0,0,65.98,29.54,580,1,0.942,0.0819,4781.79,187.17,0,0,near-prime
1712,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240706,approve,approve,359,433,0,0,0,0,0,0,0,0,4,6,1,0,1,1,38.81,34.35,380,4,0.4244,0.7761,2642.4,-14.53,1,0,watchlist
1713,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240716,approve,approve,668,580,0,0,0,0,0,1,0,0,2,1,0,0,0,0,59.12,45.64,643,2,0.6777,0.2527,5067.69,247.82,0,0,standard
1714,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241107,approve,approve,330,475,0,0,0,0,0,0,0,0,1,3,0,0,0,0,54.08,49.32,371,1,0.6585,0.4921,3956.43,204.3,0,1,watchlist
1715,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240317,approve,approve,405,460,0,1,0,1,0,0,0,0,3,16,0,0,0,0,29.79,41.39,420,3,0.4422,0.6937,3607.03,-8.18,1,0,watchlist
1716,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240304,approve,approve,394,390,0,0,0,0,0,0,0,0,2,3,0,0,0,0,37.52,61.79,393,2,0.7975,0.1479,5333.35,204.93,0,1,watchlist
1717,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241203,approve,approve,310,472,0,0,0,0,0,0,1,0,10,4,0,0,0,0,13.74,54.73,355,10,0.5777,0.6383,4702.3,-27.17,1,0,watchlist
1718,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240520,approve,approve,569,494,0,0,0,0,0,0,0,0,3,1,0,0,0,0,56.14,35.97,548,3,0.8036,0.1272,3504.38,147.26,0,1,near-prime
1719,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240906,approve,approve,482,441,0,0,1,0,0,1,0,0,2,1,0,0,0,0,54.02,41.52,471,2,0.5464,0.2143,4304.03,226.05,0,1,watchlist
1720,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240127,approve,approve,712,640,0,0,0,0,0,0,0,0,3,4,1,0,0,0,54.21,44.93,692,3,0.6529,0.1851,2800.95,116.42,0,0,standard
1721,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241225,approve,approve,387,516,1,0,0,0,0,1,0,0,7,12,0,0,0,0,36.59,33.82,423,7,0.4357,0.8475,2688.41,-84.16,1,0,watchlist
1722,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240411,approve,approve,642,581,0,0,0,0,0,0,0,0,5,3,1,1,1,0,54.84,57.87,625,5,0.9105,0.223,4700.88,207.5,0,0,standard
1723,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240124,approve,approve,438,361,0,0,0,0,0,0,0,0,1,2,0,0,0,0,61.66,42.94,416,1,0.6889,0.0689,4351.95,152.15,0,0,watchlist
1724,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240226,approve,approve,831,612,0,0,0,1,0,0,0,0,1,1,1,0,0,0,70.95,27.7,770,1,0.8905,0.3931,4920.61,151.2,0,0,prime
1725,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240903,approve,approve,418,291,0,0,0,0,0,0,0,0,3,2,0,1,0,0,40.88,53.34,382,3,0.7842,0.2419,4982.79,194.82,0,0,watchlist
1726,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241218,approve,approve,634,542,0,0,0,0,0,0,0,0,3,3,0,0,0,0,58.98,43.35,608,3,0.7159,0.3003,6544.81,221.02,0,0,near-prime
1727,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241211,reject,reject,288,397,0,1,0,0,0,0,0,0,1,4,1,0,0,0,74.53,1.74,319,1,0.6596,0.4678,3903.37,0.0,0,0,watchlist
1728,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240312,approve,approve,744,620,0,0,0,0,0,0,0,0,1,3,0,0,0,0,40.61,58.18,709,1,0.6831,0.1404,3040.83,130.78,0,0,standard
1729,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240212,approve,approve,579,498,1,0,0,0,0,1,0,0,1,2,0,0,0,1,60.5,32.04,556,1,0.8571,0.3149,5387.22,249.03,0,0,near-prime
1730,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240326,reject,reject,136,277,0,0,1,0,0,0,0,0,2,9,0,1,0,0,8.92,41.26,175,2,0.2651,0.8448,3421.77,0.0,1,0,watchlist
1731,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240904,reject,reject,569,459,1,0,0,0,0,0,0,0,3,11,0,0,0,0,0,50.16,538,3,0.162,0.5117,3210.13,0.0,1,0,watchlist
1732,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240821,approve,approve,660,590,0,0,0,0,0,1,0,0,1,1,0,0,0,0,59.48,50.61,640,1,0.8721,0.4711,2626.97,97.0,0,0,standard
1733,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240703,approve,approve,617,729,0,0,0,0,0,1,0,0,1,4,0,0,0,0,58.01,43.33,648,1,0.9577,0.3359,3389.95,104.81,0,0,standard
1734,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240803,approve,approve,334,436,0,0,1,0,1,0,0,0,7,1,1,0,0,1,38.05,23.48,363,7,0.4725,0.7885,4992.71,-153.45,1,0,watchlist
1735,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240727,approve,approve,506,590,0,0,0,0,0,0,0,0,1,2,0,0,1,1,34.11,61.26,530,1,0.789,0.5208,5045.22,163.57,0,0,watchlist
1736,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240717,reject,reject,526,438,0,0,0,0,0,0,0,0,4,5,0,0,0,0,26.25,51.33,501,4,0.6978,0.3746,3469.21,0.0,0,0,watchlist
1737,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240714,approve,approve,535,472,0,0,0,0,0,0,0,0,1,3,0,0,0,0,39.89,61.6,517,1,0.9641,0.3424,5289.63,264.46,0,0,watchlist
1738,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240210,approve,approve,512,610,0,0,1,0,0,0,0,0,1,5,1,0,0,0,41.47,39.99,539,1,0.6634,0.3392,5083.78,228.37,0,0,watchlist
1739,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240407,approve,approve,566,457,0,1,0,0,0,0,0,0,6,17,0,1,1,1,46.4,36.31,535,6,0.3078,0.7988,3828.3,-91.41,1,1,watchlist
1740,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240627,reject,reject,393,558,0,0,0,0,0,0,0,1,3,3,0,1,0,0,38.16,42.36,439,3,0.5361,0.5834,1500.17,0.0,0,0,watchlist
1741,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241104,reject,reject,415,436,0,0,0,0,0,0,0,0,1,1,0,1,0,0,34.46,61.48,421,1,0.5397,0.3439,3552.88,0.0,0,0,watchlist
1742,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240201,approve,approve,433,479,1,0,0,0,0,0,1,0,2,2,0,0,0,0,52.75,41.81,446,2,0.6843,0.2814,3302.98,159.66,0,0,watchlist
1743,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240202,approve,approve,171,339,0,0,0,1,0,0,1,0,4,3,0,0,0,0,28.9,46.42,218,4,0.2475,0.7598,3967.0,-99.82,1,0,watchlist
1744,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240813,approve,approve,592,675,0,0,0,0,0,0,0,0,1,6,0,0,0,0,60.55,45.4,615,1,0.87,0.4029,3728.86,190.54,0,0,near-prime
1745,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240909,approve,approve,652,540,0,0,0,0,0,0,0,0,1,5,0,0,0,0,46.78,53.6,621,1,0.8554,0.2411,4643.63,247.01,0,0,standard
1746,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240729,approve,approve,664,534,0,0,0,0,0,0,0,0,1,6,0,0,0,0,69.39,19.5,628,1,0.8474,0.4241,2826.19,106.76,0,0,standard
1747,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240807,approve,approve,614,533,0,0,0,0,0,0,0,0,1,2,0,0,0,0,60.49,45.99,591,1,0.6383,0.4632,4235.38,226.17,0,0,near-prime
1748,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240124,approve,approve,708,595,0,0,0,0,0,0,0,0,3,4,1,0,0,0,59.68,35.91,676,3,0.9343,0.0701,5829.24,316.77,0,1,standard
1749,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240116,reject,reject,493,467,0,0,0,1,0,0,0,0,11,10,0,0,1,0,28.73,32.45,486,11,0.3039,0.6726,1914.34,0.0,1,0,watchlist
1750,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241113,approve,approve,648,613,0,0,1,0,0,0,0,0,1,1,0,0,0,0,59.06,39.52,638,1,0.9499,0.2495,2281.5,85.24,0,0,standard
1751,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240601,approve,approve,530,488,0,0,0,0,0,0,0,0,5,2,0,0,0,0,41.21,61.75,518,5,0.7233,0.6115,3823.92,173.24,0,0,watchlist
1752,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240314,approve,approve,192,472,0,0,0,0,0,0,0,0,6,10,1,0,0,0,0,58.39,270,6,0.5956,0.6979,2656.67,22.73,1,0,watchlist
1753,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240419,reject,reject,785,604,0,0,0,0,0,0,0,0,6,10,1,0,0,0,39.92,40.27,734,6,0.7603,0.3527,3711.44,0.0,0,0,prime
1754,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240212,approve,approve,558,389,0,0,0,1,0,0,0,0,1,6,0,0,0,0,55.32,53.89,511,1,0.8746,0.0539,2530.06,134.11,0,1,watchlist
1755,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240702,approve,approve,514,512,0,0,0,0,0,0,1,0,1,2,1,0,0,0,56.49,35.46,513,1,0.7405,0.3478,2603.97,127.28,0,0,watchlist
1756,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241128,approve,approve,540,515,0,0,0,0,0,0,0,0,1,3,0,0,0,0,44.59,63.7,533,1,0.8171,0.2404,4633.46,217.47,0,0,watchlist
1757,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240507,reject,reject,557,422,0,0,0,0,1,0,0,0,6,3,0,0,1,0,35.71,46.45,519,6,0.6625,0.6803,3985.72,0.0,0,0,watchlist
1758,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241120,approve,approve,628,477,0,0,0,0,0,0,0,0,4,1,0,0,0,0,77.16,30.46,586,4,0.878,0.6097,4942.31,195.36,0,0,near-prime
1759,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240229,approve,approve,618,534,0,0,0,0,0,0,1,0,3,16,0,1,0,0,53.43,23.65,594,3,0.2994,0.7399,3917.36,-117.53,1,1,near-prime
1760,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240810,approve,approve,576,719,0,0,0,0,0,0,0,0,1,1,1,0,0,0,44.22,45.34,616,1,0.6372,0.2088,4706.1,163.75,0,0,near-prime
1761,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240116,approve,approve,476,484,0,0,0,0,0,0,0,0,1,2,0,0,0,0,58.29,35.44,478,1,0.5717,0.5092,2806.2,139.36,0,0,watchlist
1762,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240716,reject,reject,343,456,1,0,0,0,0,0,0,0,3,7,1,0,0,0,58.76,28.34,375,3,0.5184,0.823,2705.68,0.0,0,0,watchlist
1763,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241106,approve,approve,633,502,0,1,0,0,0,0,0,0,1,2,0,0,0,0,44.98,60.47,596,1,0.6458,0.2665,1500,79.48,0,1,near-prime
1764,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240216,approve,approve,329,469,0,0,0,1,0,0,0,0,3,3,0,0,0,0,46.6,62.11,368,3,0.9309,0.3273,3596.15,171.65,0,0,watchlist
1765,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240410,approve,approve,301,385,0,0,0,0,0,0,0,1,1,6,0,0,0,0,30.23,75.7,325,1,0.532,0.6468,4004.84,199.3,0,0,watchlist
1766,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241021,reject,reject,483,572,0,0,0,1,0,0,1,0,12,10,1,0,0,0,0,47.93,508,12,0.437,0.7416,3641.69,0.0,1,0,watchlist
1767,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240725,approve,approve,580,514,0,0,0,0,0,0,0,0,2,1,0,0,0,1,49.84,49.93,562,2,0.7135,0.5534,4755.73,142.85,0,0,near-prime
1768,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240109,approve,approve,659,657,0,0,0,0,0,0,0,0,1,10,0,0,0,0,45.54,63.23,658,1,0.8022,0.3039,4766.75,197.98,0,0,standard
